0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
1,00
1,00
1,25
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,50
2,50
2,50
3,00
3,00
3,00
3,00
3,00
3,00
3,50
3,50
4,00
4,00
4,50
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
6,00
6,00
7,50
7,50
7,50
7,50
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
10,00
12,50
2,50
2,50
2,50
5,00
7,50
7,50
7,50
7,50
12,50
12,50
12,50
12,50
